Timestamp,Value,AverageComparison,Action
2025-01-11 20:21:15,94224.0,94222.23333333335,vente
2025-01-11 20:21:16,94230.02,94222.63466666668,null
2025-01-11 20:21:18,94219.06,94222.63466666668,achat
2025-01-11 20:21:19,94224.0,94222.63466666668,vente
2025-01-11 20:21:19,94219.17,94221.91133333334,achat
2025-01-11 20:21:20,94213.68,94221.55266666667,null
2025-01-11 20:21:21,94213.68,94221.19399999999,null
2025-01-11 20:21:23,94210.01,94218.862,null
2025-01-11 20:21:23,94219.06,94218.86200000001,null
2025-01-11 20:21:24,94219.06,94219.46533333334,null
2025-01-11 20:21:25,94219.06,94219.46533333334,null
2025-01-11 20:21:26,94224.0,94219.79466666668,vente
2025-01-11 20:21:28,94219.06,94219.79466666668,achat
2025-01-11 20:21:29,94219.06,94219.46533333334,null
2025-01-11 20:21:30,94213.68,94219.10666666667,null
2025-01-11 20:21:31,94224.0,94219.10666666667,vente
2025-01-11 20:21:32,94219.17,94218.38333333333,null
2025-01-11 20:21:33,94219.06,94218.38333333333,null
2025-01-11 20:21:34,94219.06,94218.054,null
2025-01-11 20:21:35,94219.06,94218.04666666668,null
2025-01-11 20:21:36,94213.68,94218.04666666666,achat
2025-01-11 20:21:37,94219.06,94218.40533333334,vente
2025-01-11 20:21:38,94210.01,94218.40533333334,achat
2025-01-11 20:21:39,94210.01,94217.802,null
2025-01-11 20:21:40,94213.68,94217.44333333334,vente
2025-01-11 20:21:41,94224.0,94217.77266666667,null
2025-01-11 20:21:42,94224.0,94217.77266666667,null
2025-01-11 20:21:43,94224.0,94218.102,null
2025-01-11 20:21:44,94224.0,94218.43133333333,null
2025-01-11 20:21:45,94224.0,94219.11933333334,null
2025-01-11 20:21:46,94224.0,94219.11933333334,null
2025-01-11 20:21:47,94219.06,94219.112,achat
2025-01-11 20:21:48,94213.68,94218.75333333334,null
2025-01-11 20:21:49,94219.06,94218.75333333334,null
2025-01-11 20:21:50,94219.06,94218.75333333334,null
2025-01-11 20:21:51,94219.06,94219.11200000001,null
2025-01-11 20:21:52,94250.01,94221.17533333335,vente
2025-01-11 20:21:53,94213.68,94221.42,achat
2025-01-11 20:21:54,94224.0,94222.35266666667,vente
2025-01-11 20:21:55,94224.0,94223.04066666667,null
2025-01-11 20:21:56,94224.0,94223.04066666667,null
2025-01-11 20:21:57,94213.68,94222.35266666667,achat
2025-01-11 20:21:58,94224.0,94222.35266666667,vente
2025-01-11 20:21:59,94210.01,94221.41999999998,achat
2025-01-11 20:22:00,94224.0,94221.41999999998,vente
2025-01-11 20:22:01,94210.01,94220.48733333332,achat
2025-01-11 20:22:02,94210.01,94219.884,null
2025-01-11 20:22:03,94250.02,94222.30666666667,vente
2025-01-11 20:22:04,94213.68,94221.948,achat
2025-01-11 20:22:05,94224.0,94222.27733333333,vente
2025-01-11 20:22:06,94224.0,94222.60666666666,null
2025-01-11 20:22:07,94210.01,94219.94,achat
2025-01-11 20:22:08,94250.02,94222.36266666667,vente
2025-01-11 20:22:09,94210.01,94221.43,achat
2025-01-11 20:22:10,94219.06,94221.10066666667,vente
2025-01-11 20:22:11,94213.68,94220.41266666666,achat
2025-01-11 20:22:12,94250.01,94222.83466666666,vente
2025-01-11 20:22:13,94219.17,94222.51266666666,achat
2025-01-11 20:22:14,94250.02,94225.18,vente
2025-01-11 20:22:15,94210.01,94224.24733333333,achat
2025-01-11 20:22:16,94210.01,94224.24733333333,null
2025-01-11 20:22:17,94253.99,94227.17933333333,vente
2025-01-11 20:22:19,94253.99,94227.44399999999,null
2025-01-11 20:22:19,94253.99,94230.13133333334,null
2025-01-11 20:22:20,94250.01,94231.86533333335,null
2025-01-11 20:22:21,94213.68,94231.17733333333,achat
2025-01-11 20:22:22,94210.01,94231.17733333333,null
2025-01-11 20:22:23,94219.17,94229.12066666665,vente
2025-01-11 20:22:25,94253.99,94232.05266666666,null
2025-01-11 20:22:25,94210.01,94231.44933333334,achat
2025-01-11 20:22:27,94210.01,94231.20466666667,null
2025-01-11 20:22:27,94253.99,94231.47000000002,vente
2025-01-11 20:22:28,94253.99,94233.79133333333,null
2025-01-11 20:22:29,94213.68,94231.36866666665,achat
2025-01-11 20:22:30,94253.99,94234.30066666666,vente
2025-01-11 20:22:31,94253.99,94237.23266666666,null
2025-01-11 20:22:32,94213.68,94234.54533333333,achat
2025-01-11 20:22:33,94210.01,94231.61333333333,null
2025-01-11 20:22:34,94250.01,94231.348,vente
2025-01-11 20:22:35,94213.68,94228.92599999999,achat
2025-01-11 20:22:36,94210.01,94228.68133333333,null
2025-01-11 20:22:37,94250.01,94231.348,vente
2025-01-11 20:22:38,94253.99,94233.66933333332,null
2025-01-11 20:22:39,94219.17,94231.348,achat
2025-01-11 20:22:40,94213.68,94231.59266666666,null
2025-01-11 20:22:41,94213.68,94231.83733333331,null
2025-01-11 20:22:42,94250.02,94231.57266666666,vente
2025-01-11 20:22:44,94210.01,94228.64066666667,achat
2025-01-11 20:22:45,94213.68,94228.64066666667,vente
2025-01-11 20:22:46,94253.99,94228.64066666666,null
2025-01-11 20:22:46,94253.99,94228.64066666666,null
2025-01-11 20:22:47,94253.99,94231.328,null
2025-01-11 20:22:48,94210.01,94231.328,achat
2025-01-11 20:22:49,94253.99,94231.59333333332,vente
2025-01-11 20:22:51,94253.99,94234.28066666666,null
2025-01-11 20:22:52,94250.01,94236.94733333333,null
2025-01-11 20:22:52,94250.01,94236.94733333333,null
2025-01-11 20:22:53,94253.99,94236.94733333333,null
2025-01-11 20:22:54,94253.99,94239.26866666667,null
2025-01-11 20:22:55,94210.01,94239.02399999999,achat
2025-01-11 20:22:56,94253.99,94241.71133333333,vente
2025-01-11 20:22:57,94219.17,94239.65466666665,achat
2025-01-11 20:22:58,94213.68,94239.89933333332,null
2025-01-11 20:22:59,94253.99,94242.58666666667,vente
2025-01-11 20:23:00,94253.99,94242.58666666666,null
2025-01-11 20:23:01,94253.99,94242.58666666667,null
2025-01-11 20:23:03,94253.99,94242.58666666667,null
2025-01-11 20:23:04,94253.99,94245.51866666667,null
2025-01-11 20:23:05,94250.02,94245.254,null
2025-01-11 20:23:06,94210.01,94242.322,achat
2025-01-11 20:23:07,94253.99,94242.58733333334,vente
2025-01-11 20:23:08,94250.02,94242.58799999999,null
2025-01-11 20:23:09,94253.99,94242.58799999999,null
2025-01-11 20:23:10,94253.99,94242.588,null
2025-01-11 20:23:11,94253.99,94245.51999999999,null
2025-01-11 20:23:12,94210.01,94242.588,achat
2025-01-11 20:23:13,94230.0,94243.31000000001,vente
2025-01-11 20:23:14,94219.17,94243.67599999999,achat
2025-01-11 20:23:15,94250.02,94243.41133333332,vente
2025-01-11 20:23:16,94256.01,94243.54600000002,null
2025-01-11 20:23:17,94230.0,94241.94666666667,achat
2025-01-11 20:23:18,94219.17,94239.62533333333,null
2025-01-11 20:23:19,94250.01,94239.36,vente
2025-01-11 20:23:20,94250.02,94239.36000000002,null
2025-01-11 20:23:21,94253.99,94242.292,null
2025-01-11 20:23:22,94250.01,94242.02666666667,null
2025-01-11 20:23:23,94253.99,94242.29133333334,null
2025-01-11 20:23:25,94230.0,94240.69200000001,achat
2025-01-11 20:23:25,94250.01,94240.42666666667,vente
2025-01-11 20:23:26,94230.0,94238.82733333335,achat
2025-01-11 20:23:27,94253.99,94241.75933333334,vente
2025-01-11 20:23:28,94250.01,94243.09333333332,null
2025-01-11 20:23:29,94250.01,94245.14933333333,null
2025-01-11 20:23:30,94250.01,94245.14866666668,null
2025-01-11 20:23:31,94250.01,94244.74866666667,null
2025-01-11 20:23:32,94250.02,94246.08333333333,null
2025-01-11 20:23:33,94253.99,94248.40466666667,null
2025-01-11 20:23:35,94230.0,94247.07066666667,achat
2025-01-11 20:23:35,94250.01,94247.07,vente
2025-01-11 20:23:36,94230.0,94245.47066666668,achat
2025-01-11 20:23:37,94253.99,94245.736,vente
2025-01-11 20:23:38,94253.99,94245.736,null
2025-01-11 20:23:39,94230.0,94245.736,achat
2025-01-11 20:23:40,94250.01,94245.736,vente
2025-01-11 20:23:41,94230.0,94245.736,achat
2025-01-11 20:23:43,94253.99,94245.736,vente
2025-01-11 20:23:43,94230.0,94244.402,achat
2025-01-11 20:23:44,94253.99,94244.66733333332,vente
2025-01-11 20:23:45,94256.01,94245.06733333334,null
2025-01-11 20:23:47,94253.99,94245.33266666667,null
2025-01-11 20:23:47,94253.99,94245.59733333332,null
2025-01-11 20:23:48,94253.99,94245.59733333332,null
2025-01-11 20:23:49,94253.99,94247.19666666667,null
2025-01-11 20:23:50,94230.0,94245.86266666667,achat
2025-01-11 20:23:51,94230.0,94245.86266666667,null
2025-01-11 20:23:52,94230.0,94244.26333333334,null
2025-01-11 20:23:53,94250.01,94243.99799999999,vente
2025-01-11 20:23:54,94253.99,94245.59733333332,null
2025-01-11 20:23:55,94210.01,94242.93066666667,achat
2025-01-11 20:23:57,94250.01,94244.26466666667,vente
2025-01-11 20:23:57,94222.01,94242.13266666667,achat
2025-01-11 20:23:58,94253.99,94243.732,vente
2025-01-11 20:23:59,94253.99,94243.732,null
2025-01-11 20:24:00,94256.01,94243.732,null
2025-01-11 20:24:01,94250.02,94243.46733333333,null
2025-01-11 20:24:02,94230.0,94241.868,achat
2025-01-11 20:24:03,94253.99,94241.868,vente
2025-01-11 20:24:04,94230.0,94240.26866666667,achat
2025-01-11 20:24:05,94253.99,94241.868,vente
2025-01-11 20:24:06,94230.0,94241.868,achat
2025-01-11 20:24:07,94222.02,94241.336,null
2025-01-11 20:24:08,94256.01,94241.736,vente
2025-01-11 20:24:10,94253.99,94241.736,null
2025-01-11 20:24:10,94230.0,94243.06866666667,achat
2025-01-11 20:24:11,94256.01,94243.46866666667,vente
2025-01-11 20:24:13,94222.01,94243.46866666667,achat
2025-01-11 20:24:14,94222.02,94241.33733333334,vente
2025-01-11 20:24:15,94253.99,94241.33733333334,null
2025-01-11 20:24:16,94230.0,94239.60333333333,achat
2025-01-11 20:24:17,94222.02,94237.73666666666,null
2025-01-11 20:24:18,94230.0,94237.73666666666,null
2025-01-11 20:24:19,94230.0,94236.13733333333,null
2025-01-11 20:24:20,94222.01,94235.60466666667,null
2025-01-11 20:24:21,94256.01,94235.73933333335,vente
2025-01-11 20:24:22,94222.01,94235.20666666668,achat
2025-01-11 20:24:23,94230.0,94235.73866666667,vente
2025-01-11 20:24:24,94222.01,94233.47200000001,achat
2025-01-11 20:24:25,94222.01,94231.34000000001,null
2025-01-11 20:24:26,94256.01,94233.07400000001,vente
2025-01-11 20:24:27,94222.02,94230.808,achat
2025-01-11 20:24:28,94222.01,94230.808,null
2025-01-11 20:24:30,94222.02,94230.808,null
2025-01-11 20:24:30,94222.02,94228.67666666668,null
2025-01-11 20:24:32,94230.0,94228.67666666668,vente
2025-01-11 20:24:32,94222.02,94228.67666666668,achat
2025-01-11 20:24:33,94222.02,94228.14466666667,null
2025-01-11 20:24:34,94256.01,94229.87866666666,vente
2025-01-11 20:24:35,94230.0,94230.41133333334,achat
2025-01-11 20:24:36,94222.02,94228.14533333335,null
2025-01-11 20:24:37,94222.01,94228.14533333335,null
2025-01-11 20:24:38,94222.01,94227.61266666667,null
2025-01-11 20:24:39,94222.02,94227.61333333333,null
2025-01-11 20:24:40,94256.01,94229.88000000002,vente
2025-01-11 20:24:41,94222.01,94227.61333333333,achat
2025-01-11 20:24:42,94222.01,94227.61266666667,null
2025-01-11 20:24:43,94222.02,94227.61333333334,vente
2025-01-11 20:24:44,94222.02,94227.61333333334,achat
2025-01-11 20:24:45,94222.02,94227.61333333334,null
2025-01-11 20:24:46,94222.02,94227.08133333334,null
2025-01-11 20:24:47,94222.01,94227.08066666668,null
2025-01-11 20:24:48,94230.0,94227.61266666668,vente
2025-01-11 20:24:49,94256.01,94227.61266666668,null
2025-01-11 20:24:50,94222.01,94227.08,achat
2025-01-11 20:24:51,94222.01,94227.07933333334,null
2025-01-11 20:24:52,94222.01,94227.07933333333,null
2025-01-11 20:24:53,94222.02,94227.08,vente
2025-01-11 20:24:54,94256.01,94229.34599999999,null
2025-01-11 20:24:55,94222.02,94227.08,achat
2025-01-11 20:24:56,94253.99,94229.212,vente
2025-01-11 20:24:57,94222.02,94229.21266666667,achat
2025-01-11 20:24:58,94222.01,94229.212,null
2025-01-11 20:24:59,94222.02,94229.21200000001,null
2025-01-11 20:25:01,94204.01,94228.01133333334,null
2025-01-11 20:25:01,94222.01,94228.01066666668,null
2025-01-11 20:25:03,94230.0,94228.54333333335,vente
2025-01-11 20:25:03,94256.01,94230.27733333333,null
2025-01-11 20:25:04,94222.02,94228.01133333333,achat
2025-01-11 20:25:05,94222.02,94228.01200000002,null
2025-01-11 20:25:07,94204.0,94226.81133333333,null
2025-01-11 20:25:07,94222.02,94226.81199999999,null
2025-01-11 20:25:08,94230.0,94227.34400000001,vente
2025-01-11 20:25:09,94222.02,94225.07800000001,achat
2025-01-11 20:25:10,94222.01,94225.07733333335,null
2025-01-11 20:25:11,94230.0,94223.47800000002,vente
2025-01-11 20:25:12,94222.01,94223.47733333333,achat
2025-01-11 20:25:13,94204.01,94222.27733333333,null
2025-01-11 20:25:14,94230.0,94222.80933333334,vente
2025-01-11 20:25:15,94222.01,94224.00933333334,achat
2025-01-11 20:25:16,94222.02,94224.01000000001,vente
2025-01-11 20:25:17,94222.01,94223.47733333334,achat
2025-01-11 20:25:18,94222.01,94221.21066666668,null
2025-01-11 20:25:19,94230.0,94221.74266666667,vente
2025-01-11 20:25:20,94222.01,94221.74200000001,null
2025-01-11 20:25:21,94230.0,94223.47533333334,null
2025-01-11 20:25:22,94222.01,94223.47466666668,achat
2025-01-11 20:25:24,94204.0,94221.74133333334,null
2025-01-11 20:25:24,94204.01,94220.54066666667,null
2025-01-11 20:25:25,94204.0,94219.34000000001,null
2025-01-11 20:25:26,94222.02,94218.808,vente
2025-01-11 20:25:27,94222.02,94218.80866666668,null
2025-01-11 20:25:28,94204.01,94218.80866666668,achat
2025-01-11 20:25:29,94204.01,94217.07599999999,null
2025-01-11 20:25:30,94204.01,94215.876,null
2025-01-11 20:25:31,94204.01,94214.67533333335,null
2025-01-11 20:25:32,94222.02,94214.676,vente
2025-01-11 20:25:33,94222.02,94214.67666666668,null
2025-01-11 20:25:34,94222.02,94214.14466666667,null
2025-01-11 20:25:35,94222.02,94214.14533333335,null
2025-01-11 20:25:36,94222.02,94213.61333333334,null
2025-01-11 20:25:37,94222.02,94213.61400000002,null
2025-01-11 20:25:38,94222.02,94214.81533333335,null
2025-01-11 20:25:39,94222.02,94216.01600000002,null
2025-01-11 20:25:40,94222.02,94217.21733333333,null
2025-01-11 20:25:41,94204.01,94216.01666666666,achat
2025-01-11 20:25:42,94204.01,94214.816,null
2025-01-11 20:25:43,94222.02,94216.01666666666,vente
2025-01-11 20:25:44,94204.0,94216.016,achat
2025-01-11 20:25:45,94204.01,94216.016,vente
2025-01-11 20:25:47,94204.01,94216.016,achat
2025-01-11 20:25:48,94222.02,94216.01600000002,vente
2025-01-11 20:25:49,94204.01,94214.81533333333,achat
2025-01-11 20:25:50,94222.02,94214.81533333333,vente
2025-01-11 20:25:51,94204.0,94213.614,achat
2025-01-11 20:25:52,94204.01,94212.41333333333,vente
2025-01-11 20:25:53,94204.0,94211.212,achat
2025-01-11 20:25:54,94204.01,94210.01133333334,vente
2025-01-11 20:25:56,94222.02,94210.01133333333,null
2025-01-11 20:25:56,94222.02,94210.01133333334,null
2025-01-11 20:25:57,94222.02,94211.21200000001,null
2025-01-11 20:25:58,94222.01,94212.41200000001,null
2025-01-11 20:25:59,94204.01,94211.21133333334,achat
2025-01-11 20:26:00,94204.01,94211.21200000001,null
2025-01-11 20:26:01,94222.01,94212.412,vente
2025-01-11 20:26:02,94222.02,94213.61266666668,null
2025-01-11 20:26:03,94222.02,94213.61266666668,null
2025-01-11 20:26:04,94200.01,94213.346,achat
2025-01-11 20:26:05,94204.0,94212.14466666667,vente
2025-01-11 20:26:06,94200.01,94211.87866666667,achat
2025-01-11 20:26:07,94200.01,94211.61200000001,null
2025-01-11 20:26:08,94200.01,94211.346,null
2025-01-11 20:26:09,94204.0,94211.34533333333,vente
2025-01-11 20:26:10,94200.01,94209.878,achat
2025-01-11 20:26:11,94200.01,94208.41066666666,null
2025-01-11 20:26:12,94204.01,94207.21,vente
2025-01-11 20:26:13,94200.01,94205.74333333333,achat
2025-01-11 20:26:14,94204.01,94205.74333333335,vente
2025-01-11 20:26:15,94200.01,94205.47666666665,achat
2025-01-11 20:26:16,94200.01,94204.01,null
2025-01-11 20:26:17,94200.01,94202.54266666668,null
2025-01-11 20:26:18,94204.01,94201.342,vente
2025-01-11 20:26:19,94200.01,94201.342,achat
2025-01-11 20:26:21,94200.01,94201.07599999999,null
2025-01-11 20:26:21,94204.01,94201.34266666668,vente
2025-01-11 20:26:22,94200.01,94201.34266666668,achat
2025-01-11 20:26:23,94204.0,94201.60866666668,vente
2025-01-11 20:26:24,94200.01,94201.34266666666,achat
2025-01-11 20:26:25,94200.01,94201.34266666666,null
2025-01-11 20:26:26,94200.01,94201.34266666666,null
2025-01-11 20:26:27,94200.01,94201.07599999999,null
2025-01-11 20:26:28,94200.01,94201.07599999999,null
2025-01-11 20:26:29,94204.0,94201.07533333333,vente
2025-01-11 20:26:30,94222.02,94202.54266666666,null
2025-01-11 20:26:31,94225.24,94204.22466666666,null
2025-01-11 20:26:32,94200.01,94204.22466666668,achat
2025-01-11 20:26:33,94225.24,94205.63999999998,vente
2025-01-11 20:26:34,94200.01,94205.64,achat
2025-01-11 20:26:35,94200.01,94205.64,null
2025-01-11 20:26:36,94200.01,94205.37333333334,null
2025-01-11 20:26:37,94204.01,94205.64,vente
2025-01-11 20:26:38,94200.01,94205.37400000001,achat
2025-01-11 20:26:39,94204.01,94205.64066666666,vente
2025-01-11 20:26:40,94200.01,94205.64066666667,achat
2025-01-11 20:26:41,94200.01,94205.64066666667,null
2025-01-11 20:26:42,94225.24,94207.32266666667,vente
2025-01-11 20:26:43,94204.01,94207.58933333334,achat
2025-01-11 20:26:44,94200.01,94207.32333333333,null
2025-01-11 20:26:45,94200.01,94205.856,null
2025-01-11 20:26:46,94204.01,94204.44066666668,null
2025-01-11 20:26:47,94200.01,94204.44066666668,null
2025-01-11 20:26:48,94204.0,94203.02466666666,null
2025-01-11 20:26:49,94222.02,94204.492,vente
2025-01-11 20:26:50,94200.01,94204.492,achat
2025-01-11 20:26:51,94225.24,94206.17400000001,vente
2025-01-11 20:26:52,94200.01,94205.90733333332,achat
2025-01-11 20:26:53,94200.01,94205.90733333332,null
2025-01-11 20:26:54,94200.01,94205.64066666667,null
2025-01-11 20:26:55,94204.01,94205.90733333334,vente
2025-01-11 20:26:56,94204.01,94206.17400000001,achat
2025-01-11 20:26:58,94200.01,94204.49200000001,null
2025-01-11 20:26:58,94200.01,94204.22533333332,null
2025-01-11 20:26:59,94204.0,94204.49133333332,null
2025-01-11 20:27:00,94225.24,94206.17333333334,vente
2025-01-11 20:27:01,94204.01,94206.17333333334,achat
2025-01-11 20:27:02,94204.0,94206.43933333334,null
2025-01-11 20:27:03,94200.01,94206.17333333334,null
2025-01-11 20:27:05,94200.01,94204.706,null
2025-01-11 20:27:05,94204.01,94204.97266666667,null
2025-01-11 20:27:06,94200.01,94203.29066666665,null
2025-01-11 20:27:08,94204.01,94203.55733333333,null
2025-01-11 20:27:08,94200.01,94203.55733333335,null
2025-01-11 20:27:09,94232.57,94205.72800000002,vente
2025-01-11 20:27:10,94200.01,94205.46133333333,achat
2025-01-11 20:27:11,94204.01,94205.46133333334,vente
2025-01-11 20:27:13,94204.01,94205.72800000002,achat
2025-01-11 20:27:13,94225.24,94207.41,vente
2025-01-11 20:27:14,94232.57,94209.31466666669,null
2025-01-11 20:27:16,94200.01,94207.63266666669,achat
2025-01-11 20:27:16,94200.01,94207.36600000001,null
2025-01-11 20:27:18,94200.01,94207.1,null
2025-01-11 20:27:19,94200.01,94207.1,null
2025-01-11 20:27:20,94225.24,94208.78199999999,vente
2025-01-11 20:27:21,94200.01,94208.51533333333,achat
2025-01-11 20:27:22,94204.01,94208.78199999999,vente
2025-01-11 20:27:23,94200.01,94208.51533333334,achat
2025-01-11 20:27:24,94220.01,94209.84866666667,vente
2025-01-11 20:27:25,94200.01,94207.678,achat
2025-01-11 20:27:26,94200.01,94207.678,null
2025-01-11 20:27:27,94218.0,94208.61066666666,vente
2025-01-11 20:27:29,94225.24,94210.026,null
2025-01-11 20:27:29,94200.01,94208.34400000001,achat
2025-01-11 20:27:30,94204.01,94206.43999999999,vente
2025-01-11 20:27:31,94200.01,94206.44,achat
2025-01-11 20:27:32,94200.01,94206.44,null
2025-01-11 20:27:33,94225.24,94208.122,vente
2025-01-11 20:27:34,94200.01,94208.122,achat
2025-01-11 20:27:35,94200.01,94206.43999999999,null
2025-01-11 20:27:36,94200.01,94206.44,null
2025-01-11 20:27:37,94225.24,94207.85533333334,vente
2025-01-11 20:27:38,94232.57,94210.026,null
2025-01-11 20:27:39,94204.0,94208.95866666667,achat
2025-01-11 20:27:40,94218.01,94210.15866666667,vente
2025-01-11 20:27:41,94232.57,94212.32933333334,null
2025-01-11 20:27:42,94218.01,94212.33000000002,null
2025-01-11 20:27:43,94218.0,94211.84733333332,null
2025-01-11 20:27:44,94218.01,94213.04733333334,null
2025-01-11 20:27:45,94232.57,94214.95133333335,null
2025-01-11 20:27:46,94225.24,94216.63333333335,null
2025-01-11 20:27:47,94200.01,94216.63333333335,achat
2025-01-11 20:27:49,94200.01,94214.95133333333,null
2025-01-11 20:27:49,94218.0,94216.15066666667,vente
2025-01-11 20:27:50,94200.01,94216.15066666667,achat
2025-01-11 20:27:51,94232.57,94218.32133333334,vente
2025-01-11 20:27:52,94220.01,94217.97266666667,null
2025-01-11 20:27:53,94200.01,94215.802,achat
2025-01-11 20:27:54,94200.01,94215.53600000001,null
2025-01-11 20:27:55,94232.57,94216.50666666667,vente
2025-01-11 20:27:56,94200.01,94214.336,achat
2025-01-11 20:27:57,94218.0,94214.33533333334,vente
